Zgornja meja,Spodnja meja
0.876435621352052,1.17356437864795
0.86176207922457,1.17823792077543
0.783983511391628,1.14601648860837
0.771986858317015,1.10801314168299
0.849481447352964,1.16051855264704
0.726114226971779,1.02388577302822
0.721333782177181,1.05866621782282
0.796179634729062,1.10382036527094
0.747106358878557,1.04289364112144
0.798990454430235,1.11100954556977
0.843018986117244,1.13698101388276
0.782561571652824,1.09743842834718
0.757958382910703,1.0920416170893
0.85610847227768,1.21389152772232
0.905009457504177,1.21499054249582
0.908042752961983,1.26195724703802
0.70478958662454,1.05521041337546
0.751274442151277,1.05872555784872
0.891461119413989,1.19853888058601
0.70913527911192,1.01086472088808
0.670587037215679,0.969412962784321
0.792494792282908,1.10750520771709
0.688809742682215,0.981190257317785
0.797345373509389,1.14265462649061
0.789476164441484,1.12052383555852
0.656912565122985,0.953087434877015
0.899583734920033,1.25041626507997
0.850540379003333,1.16945962099667
0.74053438394267,1.05946561605733
0.760952186168912,1.05904781383109
0.728806128536621,1.03119387146338
0.719530848772366,1.01046915122763
0.750374480078518,1.03962551992148
0.737708889955737,1.05229111004426
0.648745536528992,0.961254463471008
0.799954943146515,1.10004505685349
0.872442673431655,1.20755732656834
0.916340867236679,1.25365913276332
0.747452781251527,1.07254721874847
0.675154179799066,0.974845820200934
0.917478336219354,1.25252166378065
0.754319063740287,1.04568093625971
0.619244690440798,0.940755309559202
0.851743955882371,1.16825604411763
0.768598769883196,1.0814012301168
0.822922591083843,1.17707740891616
0.801501658784627,1.14849834121537
0.76426054267014,1.04573945732986
0.75563747037106,1.04436252962894
0.607805950496066,0.892194049503934
0.925117045210418,1.25488295478958
0.667421425096482,0.972578574903518
0.773429320991607,1.06657067900839
0.817078060998957,1.13292193900104
0.638203169563356,0.921796830436644
0.940767938472125,1.27923206152788
0.78284964953108,1.08715035046892
0.783798024891062,1.12620197510894
0.799435102482229,1.12056489751777
0.723532185153623,0.986467814846377
0.883048094535386,1.19695190546461
0.772130600956042,1.06786939904396
0.80644432685017,1.13355567314983
0.849806722415029,1.22019327758497
0.851141027593401,1.1688589724066
0.679830578058156,0.960169421941844
0.620871115602315,0.899128884397685
0.825429453370275,1.13457054662972
0.793246808290276,1.08675319170972
0.728777398587526,1.01122260141247
0.769026284378603,1.1009737156214
0.688157264568655,0.981842735431345
0.828735612408676,1.18126438759132
0.862367382953237,1.17763261704676
0.784818097627441,1.10518190237256
0.872623622930028,1.17737637706997
0.783065724648524,1.11693427535148
0.814093976729325,1.14590602327067
0.81289595280164,1.13710404719836
0.704148323964106,1.01585167603589
0.668048189257157,0.951951810742843
0.77610297201404,1.11389702798596
0.835236413667983,1.15476358633202
0.707805950496066,0.992194049503934
0.795010984289806,1.15498901571019
0.758086167664931,1.07191383233507
0.6439324068044,0.9360675931956
0.856415104302964,1.18358489569704
0.848986587992729,1.19101341200727
0.653699989576525,0.976300010423475
0.726630731982351,1.04336926801765
0.859014540952593,1.20098545904741
0.756804540483744,1.11319545951626
0.830519045381458,1.15948095461854
0.806525736448884,1.10347426355112
0.70216632056038,1.02783367943962
0.770443369798996,1.079556630201
0.906817667192874,1.24318233280713
0.754667744141682,1.02533225585832
0.753782419412882,1.05621758058712
